,1_sorry_end,2_ignore_diff,3_begin_correct,4_contact,5_special_time,6_no_home_time,7_2_strangers,8_enjoy_holiday,9_enjoy_travel,10_common_goals,11_harmony,12_freeom_value,13_entertain,14_people_goals,15_dreams,16_love,17_happy,18_marriage,19_roles,20_trust,21_likes,22_care_sick,23_fav_food,24_stresses,25_inner_world,26_anxieties,27_current_stress,28_hopes_wishes,29_know_well,30_friends_social,31_aggro_argue,32_always_never,33_negative_personality,34_offensive_expressions,35_insult,36_humiliate,37_not_calm,38_hate_subjects,39_sudden_discussion,40_idk_what's_going_on,41_calm_breaks,42_argue_then_leave,43_silent_for_calm,44_good_to_leave_home,45_silence_instead_of_discussion,46_silence_for_harm,47_silence_fear_anger,48_i'm_right,49_accusations,50_i'm_not_guilty,51_i'm_not_wrong,52_no_hesitancy_inadequate,53_you're_inadequate,54_incompetence,55_divorce_y_n
135,1,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,1,1,1,2,1,3,2,1,2,2,1,2,3,2,2,3,1,1,0
136,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,3,1,1,2,2,2,1,2,2,1,2,3,1,2,1,2,1,2,2,1,0
137,2,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,2,2,1,1,2,2,1,3,3,3,3,1,1,3,3,3,1,0
138,3,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,3,1,1,2,2,1,1,2,2,1,3,3,3,3,1,1,3,3,3,1,0
139,3,1,1,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,3,1,1,3,2,1,1,1,1,2,3,3,2,2,1,2,2,3,2,4,0
140,3,2,2,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,3,1,1,1,2,1,1,2,3,2,1,1,2,2,1,2,1,3,2,2,0
141,4,1,2,4,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,0
142,4,3,4,4,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,3,4,4,4,4,2,1,1,0
143,3,2,3,4,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,1,2,2,3,2,4,4,3,1,4,4,1,4,1,1,0
144,3,2,2,4,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,1,2,2,3,2,3,2,4,2,4,3,2,1,1,1,0
145,2,2,2,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,1,1,1,3,4,1,4,3,4,3,1,3,3,1,1,1,0
146,2,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,2,1,2,1,3,1,3,1,1,3,2,2,2,2,1,1,0
147,2,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,2,2,4,4,4,4,4,2,4,2,2,2,1,1,0
148,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,3,2,4,1,3,3,2,2,1,1,2,2,1,0
149,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,4,4,4,4,4,4,4,2,2,2,2,1,0
150,1,3,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,4,3,4,4,4,3,1,1,1,2,2,1,0
151,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,1,2,2,2,2,1,0
152,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,2,2,1,2,1,2,2,4,2,1,0
153,2,2,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,0
154,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,3,0
155,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,3,1,2,2,2,2,2,2,1,0
156,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,2,2,1,3,2,0
157,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,3,1,1,2,1,3,3,2,2,2,2,4,4,2,0
158,2,1,2,1,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,1,3,2,2,2,1,2,2,0
159,2,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,3,2,2,2,1,2,3,2,2,2,1,1,1,0
160,2,1,2,1,2,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,2,1,1,1,1,2,1,0
161,1,1,2,1,2,1,1,2,1,2,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,1,2,2,2,1,1,0
162,2,1,2,1,2,2,1,2,1,2,1,1,2,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,2,4,4,4,2,2,2,2,4,2,2,0
163,2,1,1,1,2,2,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,1,1,2,2,1,2,3,3,2,2,2,2,1,2,2,0
164,2,1,1,1,2,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,2,1,1,1,2,1,2,2,1,2,3,1,1,3,1,1,1,0
165,2,1,1,1,2,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,1,1,4,1,1,1,1,1,2,2,3,1,2,4,1,1,4,2,2,2,0
166,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,3,4,1,2,2,2,2,3,2,2,0
167,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,1,2,3,2,2,2,1,1,3,2,2,0
168,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,2,1,1,1,4,3,3,2,2,3,2,4,3,1,0
169,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,4,1,2,2,2,1,1,3,4,4,2,1,3,3,3,1,0
0,4,2,3,3,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,3,3,3,2,3,3,4,3,3,2,2,1,2,2,3,2,3,1,2,2,3,3,3,0
1,2,1,1,2,1,3,3,1,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,1,1,1,3,1,2,1,3,1,1,2,1,2,1,0
2,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,2,3,3,2,3,3,3,3,2,4,2,3,3,2,3,3,1,2,4,4,4,4,3,4,1
3,3,2,2,3,2,1,1,2,2,3,2,2,2,2,3,3,2,3,2,1,1,3,3,3,3,3,1,3,3,3,2,3,2,2,2,2,4,3,4,3,3,3,2,3,4,4,3,2,3,3,3,3,3,2,0
4,2,2,2,2,2,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1,2,3,2,2,1,2,2,2,3,1,0
5,3,3,3,3,3,1,2,3,3,4,3,4,3,3,3,4,3,4,3,4,2,2,2,3,3,3,2,3,2,3,2,4,4,4,3,4,4,4,4,4,4,2,4,3,3,3,3,4,4,4,4,3,4,3,1
6,3,3,3,2,3,1,1,3,3,3,3,3,3,2,3,3,3,2,3,2,2,2,2,2,3,3,3,1,3,2,1,2,2,1,2,1,3,2,3,1,4,3,3,3,2,2,2,3,3,4,4,2,2,4,1
7,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,4,3,3,2,2,2,1,3,2,1,1,1,1,0
8,3,2,3,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,3,2,3,3,2,1,3,2,3,2,2,2,2,2,2,3,2,1,0
9,2,2,1,2,2,2,1,2,1,3,2,1,3,2,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,2,1,2,2,2,1,2,2,2,1,1,1,3,3,1,3,3,2,3,3,2,3,2,2,1,0
10,2,2,2,2,3,1,1,3,3,3,3,3,3,3,3,2,3,3,3,2,3,2,2,2,3,2,3,2,2,2,2,3,3,3,2,2,4,2,3,3,4,3,4,4,4,4,4,3,4,4,4,4,2,3,1
11,1,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,2,1,2,3,3,3,3,2,3,2,2,3,2,2,2,2,1,2,1,4,2,2,2,2,3,2,0
12,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,2,3,2,2,1,2,0
13,2,2,2,2,2,1,1,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,4,3,4,2,2,3,3,3,2,0
14,4,4,3,3,4,1,1,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,2,3,3,4,2,3,2,4,4,4,3,4,4,3,4,3,3,4,3,4,1
15,4,4,3,4,3,1,1,3,3,3,4,3,3,3,4,3,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,2,1
16,2,3,3,2,3,1,1,3,4,2,4,4,3,3,4,3,3,4,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,2,4,3,4,3,4,4,4,3,3,3,2,3,3,3,3,4,4,1
17,3,4,3,3,3,1,1,4,4,3,4,3,3,4,3,4,4,3,3,3,4,4,3,4,3,3,3,4,4,3,4,3,4,3,3,3,3,4,4,3,4,4,4,4,4,4,4,3,4,3,3,4,4,4,1
18,2,3,3,1,2,1,2,3,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,2,2,3,2,4,4,3,4,3,3,4,3,2,4,3,3,2,4,3,3,3,4,3,4,4,4,3,4,1
19,3,3,3,2,2,1,1,3,2,2,3,3,3,3,2,2,3,2,3,2,3,3,4,3,3,3,3,2,3,3,3,4,4,3,4,4,3,3,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1
20,1,2,1,1,2,3,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,3,1,3,3,2,1,3,2,2,2,2,2,3,2,3,3,0
21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,2,2,1,1,2,1,2,1,0
22,2,1,1,2,1,2,2,1,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,3,2,2,2,2,1,1,1,1,2,1,0
23,4,4,4,3,4,1,2,4,4,3,4,4,4,4,4,3,4,4,4,4,4,2,3,4,4,4,4,3,4,4,3,3,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,3,4,3,3,3,1
24,3,3,2,2,2,1,2,3,2,3,3,3,3,3,1,2,3,2,3,2,2,4,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,4,3,4,4,4,4,4,4,3,3,3,4,4,4,1
25,1,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,2,1,2,1,0
26,2,2,3,1,2,1,2,3,2,1,2,2,2,3,2,2,2,3,2,2,2,2,3,3,2,3,2,2,2,2,3,3,3,3,2,3,3,3,3,4,3,3,3,4,2,3,3,3,2,2,1,3,3,2,0
27,3,2,1,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,4,2,3,3,1,2,2,2,1,1,1
28,4,3,3,2,4,1,1,3,3,2,4,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3,2,2,3,3,4,3,3,4,4,3,4,4,4,4,3,3,3,3,3,2,2,4,3,3,4,3,3,2,1
29,3,2,3,2,1,2,2,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,3,3,2,2,1,1,0
30,2,3,3,2,2,1,1,3,2,2,2,2,3,2,2,3,2,2,2,2,2,3,3,3,2,2,2,3,2,2,2,3,2,2,2,2,3,3,2,3,3,3,3,2,3,4,2,2,3,4,2,3,3,3,1
31,4,4,4,4,4,1,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,4,3,2,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,4,4,3,3,1,3,1
32,4,3,3,3,3,1,1,2,2,2,3,3,3,3,3,2,4,2,3,3,3,2,3,3,3,2,3,2,3,3,3,4,3,4,4,3,2,3,4,3,4,2,3,3,3,4,4,4,4,4,4,4,3,3,1
33,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,2,2,2,3,3,2,4,3,3,2,3,3,3,4,3,4,2,2,2,1,3,2,3,2,3,2,1,3,2,1
34,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,1,2,3,1,1,2,0
35,4,3,3,4,3,2,2,3,3,3,4,2,3,4,4,3,4,3,4,3,3,3,4,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,4,3,3,4,4,3,4,4,2,1
36,4,3,3,3,4,2,2,3,3,4,4,3,3,3,3,4,4,4,4,3,3,4,4,3,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,4,4,4,4,4,4,3,1
37,1,2,1,2,1,3,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,3,2,2,1,2,1,1,0
38,3,2,4,2,3,1,2,2,2,2,3,2,2,3,3,2,2,3,2,2,2,1,2,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,4,4,3,2,1,2,2,3,2,3,3,3,2,3,2,1,1
39,1,2,2,2,2,3,1,2,2,1,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,3,2,2,2,3,3,2,3,4,2,4,3,3,3,2,1,1,3,2,2,0
40,2,3,3,1,2,2,3,2,3,1,2,1,2,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,2,2,1,2,1,3,4,2,4,3,2,2,3,3,3,1,1,2,0
41,4,3,3,3,3,1,1,2,3,3,4,3,3,3,3,3,4,4,4,4,2,2,3,3,3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,2,3,3,4,4,4,4,3,4,1
42,4,3,4,3,3,2,2,4,4,3,4,4,4,4,4,3,4,3,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,2,1
43,4,4,4,4,4,2,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1
44,3,2,2,2,2,2,2,2,3,2,3,1,2,1,2,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,2,3,1,2,1,2,2,2,2,3,1,1,1,2,3,3,2,3,3,2,3,1,1,1,0
45,2,3,2,2,3,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,2,1,2,1,1,2,1,2,3,2,2,2,3,2,1,0
46,4,4,4,4,4,1,1,3,3,4,4,3,3,3,3,3,4,4,4,4,2,3,3,3,4,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,1
47,1,1,2,2,2,1,1,2,1,2,1,2,1,2,2,2,1,2,1,1,1,1,2,2,1,1,2,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,3,1,1,2,1,2,1,0
48,4,3,4,2,2,1,2,3,2,2,4,4,4,3,3,2,4,4,4,3,3,2,4,4,4,4,3,2,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,1
49,1,1,2,1,2,3,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,1,3,2,2,2,1,2,3,2,2,4,2,3,2,2,1,2,1,2,2,2,2,2,3,2,0
50,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,3,2,3,3,2,2,1,1,2,3,2,1,0
51,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,2,2,2,2,2,2,1,1,2,1,3,2,2,2,2,1,2,1,1,2,2,2,2,0
52,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,3,3,2,2,2,1,2,3,1,2,0
53,2,1,2,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,1,2,2,2,2,3,1,3,1,2,1,3,2,3,3,2,4,3,3,2,2,2,2,2,2,0
54,4,3,3,3,4,2,2,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,3,3,3,4,4,4,1
55,3,3,1,3,2,3,1,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,3,2,2,2,3,1,3,2,2,1,3,2,2,2,1,2,1,2,1,1,0
56,4,4,3,4,4,2,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,1
57,4,3,3,3,2,1,2,2,2,3,3,3,3,3,2,2,3,2,3,2,3,2,2,2,3,3,3,2,3,3,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,3,1
58,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,2,2,1,3,3,2,2,3,3,2,0
59,3,2,3,3,3,3,2,2,2,3,3,2,2,2,2,2,3,2,3,1,1,2,2,2,2,2,2,2,2,2,4,4,3,3,3,2,3,3,3,3,2,3,3,4,2,2,4,4,2,2,3,2,2,3,1
60,4,3,3,4,4,2,1,3,3,3,3,2,3,3,4,4,3,3,4,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,1,2,1
61,2,1,1,2,2,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,2,2,2,3,2,3,2,2,3,2,4,4,3,3,3,2,3,3,3,2,1
62,4,3,4,2,4,1,1,4,4,3,4,3,4,3,4,3,4,3,4,3,3,3,4,2,3,3,2,4,3,2,3,4,4,3,4,4,4,4,4,4,3,3,3,4,3,2,2,3,4,3,3,4,4,4,1
63,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,1,1,2,1,2,2,1,1,2,1,1,2,2,2,1,2,2,2,1,2,1,2,2,2,3,2,2,3,2,2,2,2,1,3,2,2,0
64,2,3,2,1,1,1,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,2,3,2,2,2,2,2,2,2,3,3,4,4,4,3,3,4,2,3,3,3,3,2,2,3,1
65,3,4,4,3,3,1,2,4,4,3,4,3,4,3,3,4,4,4,4,3,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,3,4,4,4,4,2,4,4,3,4,4,4,4,4,4,4,4,4,1
66,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,3,1,2,2,2,1,3,1,1,2,1,2,2,2,1,1,1,1,0
67,3,3,3,3,2,1,1,3,3,2,3,2,2,2,2,2,2,3,3,2,2,2,3,2,2,2,1,2,2,2,1,2,2,2,2,3,4,2,2,3,2,3,3,4,3,2,2,2,2,2,2,1,1,1,1
68,2,2,3,1,2,2,1,2,2,2,2,3,3,2,2,2,2,3,2,3,2,2,3,2,2,2,2,1,2,2,2,3,3,2,2,2,3,2,3,3,2,2,2,3,3,2,2,3,2,2,2,2,2,4,1
69,2,3,1,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,3,2,3,3,3,3,2,3,2,2,3,2,3,4,3,4,4,4,3,3,3,3,4,3,2,1
70,4,2,3,4,4,2,1,1,3,2,3,1,2,2,2,3,2,2,3,2,2,1,3,1,2,1,2,2,2,2,2,2,2,2,4,2,4,4,3,3,1,3,2,2,3,3,3,3,3,3,3,4,2,1,0
71,4,3,4,4,3,1,2,4,4,4,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,4,4,4,4,4,3,1
72,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,3,3,3,3,2,2,2,3,1,3,3,3,2,3,3,4,3,3,3,3,3,2,2,0
73,2,2,3,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,2,1,2,2,3,2,2,2,2,1,2,2,2,3,2,4,3,3,2,3,4,2,3,2,2,1,2,2,0
74,2,4,2,1,3,1,1,3,2,2,2,3,2,3,2,2,2,3,2,2,1,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,1,3,3,1,2,2,2,3,3,2,2,3,3,2,0
75,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,3,1,1,2,1,3,3,2,2,3,2,2,2,2,2,1,2,2,0
76,2,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,3,2,2,2,2,1,2,1,2,2,2,3,2,2,2,2,1,2,2,2,1,3,2,2,2,3,2,3,4,4,3,3,0
77,3,4,2,3,3,1,1,4,3,3,3,4,3,4,3,3,3,4,3,3,4,3,2,4,3,4,3,3,3,3,3,4,3,3,3,4,3,4,3,2,3,3,3,4,3,3,4,4,4,4,4,4,4,4,1
78,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,0
79,2,2,3,2,1,3,3,1,2,2,1,2,1,2,2,3,2,3,2,2,1,1,1,1,1,1,1,2,1,1,2,3,1,2,1,2,1,3,2,4,1,2,2,2,2,2,1,2,1,1,2,2,3,1,1
80,2,2,1,2,2,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,3,1,2,1,1,1,2,3,4,2,4,3,4,3,4,4,4,4,2,2,0
81,4,4,4,4,4,1,2,4,3,4,3,3,3,4,3,3,3,3,3,3,3,2,2,2,3,3,3,2,2,4,2,2,3,3,3,2,3,3,2,2,2,4,3,3,4,4,4,2,4,4,4,3,1,3,1
82,3,2,2,1,3,2,2,1,2,2,3,2,2,2,2,2,2,2,3,2,1,1,3,2,2,1,1,2,2,1,2,1,1,1,2,2,2,2,3,4,3,2,2,2,1,1,1,2,1,2,1,3,2,3,1
83,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,3,1,3,1,1,2,2,2,2,0
84,3,3,4,4,4,2,1,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,3,4,3,4,1
85,3,3,3,2,3,1,1,2,2,3,2,1,2,2,2,2,2,2,3,2,3,3,3,3,3,2,3,2,2,3,3,4,3,3,3,3,4,3,4,3,4,3,4,3,4,4,4,3,4,4,3,3,3,2,0
